"USER_ID"	"Party"	"Age_group"	"NumSurveyAns"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"
3956	"Democrat"	"(64,90]"	28	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
3957	"Democrat"	"(44,64]"	51	"Female"	"$50,000 - $74,999"	"Domestic Partners (w/kids)"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"
3958	"Republican"	"(18,44]"	41	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
3959	"Republican"	"(18,44]"	12	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"
3961	"Democrat"	"(44,64]"	47	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"Mac"
3963	"Republican"	"(0,18]"	62	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"dnr"	"Art"	"dnr"	"dnr"	"Yes"	"No"	"PC"
3965	"Democrat"	"(44,64]"	101	"Female"	"$75,000 - $100,000"	"Single (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Right"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
3966	"Democrat"	"(18,44]"	101	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"Current Undergraduate"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
3967	"Democrat"	"(18,44]"	100	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"
3969	"Republican"	"(18,44]"	34	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"High School Diploma"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
3970	"Republican"	"(18,44]"	64	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"Yes"	"dnr"
3972	"Republican"	"(44,64]"	7	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3973	"Democrat"	"(18,44]"	29	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"Yes"	"No"	"dnr"
3974	"Democrat"	"(18,44]"	56	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"Art"	"Yes"	"dnr"	"dnr"	"Yes"	"PC"
3976	"Democrat"	"(18,44]"	88	"Male"	"over $150,000"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"dnr"	"dnr"	"Yes"	"PC"
3977	"Republican"	"(18,44]"	68	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Mom"	"Yes"	"dnr"	"Happy"	"dnr"	"Science"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"
3978	"Democrat"	"(18,44]"	101	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
3979	"Republican"	"(18,44]"	15	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
3980	"Democrat"	"(44,64]"	10	"Female"	"over $150,000"	"Married (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
3981	"Republican"	"(44,64]"	40	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Associate's Degree"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"Mac"
3982	"Democrat"	"(18,44]"	57	"Male"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"No"	"No"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"dnr"	"Me"	"dnr"	"No"	"Mac"
3983	"Democrat"	"(44,64]"	96	"Male"	"$100,001 - $150,000"	"Domestic Partners (w/kids)"	"High School Diploma"	"No"	"Yes"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"
3984	"Democrat"	"(44,64]"	2	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3985	"Republican"	"(64,90]"	92	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"Mac"
3986	"Democrat"	"(64,90]"	5	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3987	"Democrat"	"(64,90]"	95	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"
3988	"Democrat"	"(44,64]"	101	"Male"	"over $150,000"	"Married (no kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
3989	"Democrat"	"(18,44]"	17	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Mac"
3990	"Republican"	"(18,44]"	3	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
3991	"Democrat"	"(18,44]"	79	"Male"	"over $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
3992	"Republican"	"(18,44]"	35	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Happy"	"dnr"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3993	"Democrat"	"(18,44]"	49	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"Mom"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Mac"
3994	"Democrat"	"(44,64]"	68	"Female"	"dnr"	"Single (w/kids)"	"dnr"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"dnr"	"Me"	"Yes"	"Yes"	"dnr"
3995	"Democrat"	"(18,44]"	98	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"
3996	"Democrat"	"(18,44]"	16	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"
3997	"Democrat"	"(44,64]"	32	"Female"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3998	"Republican"	"(18,44]"	100	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"
3999	"Republican"	"(18,44]"	82	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Happy"	"Yes"	"Art"	"dnr"	"dnr"	"No"	"No"	"PC"
4000	"Democrat"	"(18,44]"	47	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"dnr"	"Happy"	"Yes"	"Science"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"
4001	"Democrat"	"(18,44]"	85	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"No"	"PC"
4002	"Democrat"	"(0,18]"	16	"Male"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4003	"Republican"	"(18,44]"	5	"Male"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
4004	"Republican"	"(0,18]"	31	"Female"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
4005	"Democrat"	"(18,44]"	47	"Male"	"dnr"	"Domestic Partners (no kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"No"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"No"	"dnr"	"No"	"Yes"	"PC"
4006	"Republican"	"(18,44]"	101	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
4007	"Republican"	"(18,44]"	68	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"No"	"dnr"	"No"	"Mom"	"Yes"	"No"	"dnr"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"
4008	"Democrat"	"(18,44]"	10	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"
4009	"Republican"	"(18,44]"	10	"Male"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4010	"Republican"	"(0,18]"	97	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"Art"	"No"	"Me"	"No"	"Yes"	"PC"
4011	"Democrat"	"(18,44]"	93	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"dnr"
4012	"Republican"	"(18,44]"	14	"dnr"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"
4014	"Republican"	"(18,44]"	30	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"No"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
4016	"Republican"	"(44,64]"	63	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"dnr"
4017	"Republican"	"(18,44]"	95	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"
4018	"Republican"	"(18,44]"	38	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"
4019	"Republican"	"(18,44]"	29	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"
4020	"Democrat"	"(18,44]"	92	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"
4021	"Republican"	"(18,44]"	34	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Current Undergraduate"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
4022	"Democrat"	"(18,44]"	22	"Female"	"dnr"	"Single (no kids)"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
4023	"Democrat"	"(18,44]"	101	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"PC"
4024	"Democrat"	"(18,44]"	101	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"PC"
4025	"Republican"	"(44,64]"	58	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
4026	"Democrat"	"(18,44]"	54	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"
4027	"Democrat"	"(18,44]"	38	"Female"	"$25,001 - $50,000"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
4028	"Republican"	"(18,44]"	3	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4029	"Democrat"	"(18,44]"	97	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
4030	"Republican"	"(18,44]"	62	"Male"	"dnr"	"Married (w/kids)"	"Master's Degree"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"PC"
4031	"Democrat"	"(18,44]"	101	"Female"	"over $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"
4032	"Democrat"	"(18,44]"	93	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Happy"	"No"	"Art"	"No"	"Me"	"No"	"Yes"	"Mac"
4033	"Republican"	"(18,44]"	100	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"No"	"Me"	"No"	"No"	"PC"
4035	"Republican"	"(18,44]"	100	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"
4036	"Republican"	"(18,44]"	58	"Male"	"$100,001 - $150,000"	"Single (w/kids)"	"dnr"	"dnr"	"Yes"	"No"	"No"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"Science"	"Yes"	"Me"	"dnr"	"Yes"	"dnr"
4037	"Democrat"	"(18,44]"	80	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"No"	"No"	"No"	"No"	"No"	"dnr"	"No"	"Yes"	"dnr"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"dnr"	"PC"
4038	"Republican"	"(18,44]"	100	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
4039	"Democrat"	"(18,44]"	101	"Female"	"dnr"	"Domestic Partners (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"Mac"
4041	"Democrat"	"(44,64]"	90	"Female"	"under $25,000"	"Single (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"dnr"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"Mac"
4042	"Republican"	"(18,44]"	94	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Mom"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"
4043	"Democrat"	"(18,44]"	101	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"
4044	"Democrat"	"(18,44]"	101	"Male"	"$100,001 - $150,000"	"Single (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"No"	"PC"
4045	"Democrat"	"(18,44]"	7	"Male"	"$100,001 - $150,000"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4046	"Democrat"	"(18,44]"	87	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"dnr"	"No"	"Mom"	"No"	"dnr"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
4047	"Republican"	"(18,44]"	100	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Right"	"No"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"Mac"
4048	"Democrat"	"(18,44]"	101	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"
4049	"Democrat"	"(18,44]"	54	"Female"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"Yes"	"dnr"	"No"	"dnr"	"No"	"Dad"	"No"	"Yes"	"dnr"	"dnr"	"Science"	"No"	"dnr"	"dnr"	"Yes"	"Mac"
4050	"Democrat"	"(18,44]"	25	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"Art"	"dnr"	"Circumstances"	"dnr"	"Yes"	"dnr"
4051	"Republican"	"(18,44]"	45	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"Yes"	"No"	"dnr"
4052	"Democrat"	"(18,44]"	45	"Female"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"Me"	"dnr"	"No"	"dnr"
4053	"Democrat"	"(44,64]"	95	"Male"	"over $150,000"	"Domestic Partners (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"No"	"Circumstances"	"dnr"	"Yes"	"Mac"
4054	"Democrat"	"(0,18]"	9	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
4055	"Republican"	"(18,44]"	27	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Associate's Degree"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4056	"Republican"	"(18,44]"	25	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"Yes"	"No"	"dnr"
4059	"Democrat"	"(18,44]"	47	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"High School Diploma"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"dnr"	"dnr"	"PC"
4061	"Democrat"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"PC"
4063	"Republican"	"(18,44]"	55	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"Yes"	"Mac"
4066	"Democrat"	"(0,18]"	100	"Female"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"
4067	"Democrat"	"(0,18]"	72	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Science"	"Yes"	"dnr"	"Yes"	"No"	"dnr"
4068	"Republican"	"(18,44]"	101	"Male"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"
