"USER_ID"	"Party"	"Age_group"	"NumSurveyAnsInterest"	"IsLiberal"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"	"Q115195"	"Q100680"	"Q101596"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q107869"	"Q122771"	"Q118232"	"Q112478"	"Q120012"	"Q113583"	"Q120014"	"Q100689"	"Q124122"	"Q98078"	"Q96024"	"Q108855"	"Q121700"	"Q106388"	"Q116953"	"Q111848"	"Q116448"	"Q120194"	"Q121011"	"Q106389"
2486	"Republican"	"(44,64]"	13	"unknown"	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"No"	"In-person"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"
2489	"Democrat"	"(18,44]"	25	"unknown"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"dnr"	"Yes"	"Mom"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"PC"	"Rent"	"dnr"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Online"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"Yes!"	"No"	"dnr"	"dnr"	"No"	"No"	"dnr"	"No"	"dnr"
2490	"Democrat"	"(18,44]"	4	"unknown"	"Male"	"over $150,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2491	"Democrat"	"(18,44]"	45	"No"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Right"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Private"	"Idealist"	"Yes"	"No"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"No"	"Yes"
2492	"Republican"	"(64,90]"	44	"No"	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Umm..."	"No"	"No"	"No"	"No"	"No"	"Study first"	"Yes"	"Yes"
2494	"Democrat"	"(18,44]"	43	"Yes"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Right"	"No"	"Art"	"Yes"	"Me"	"Yes"	"dnr"	"Mac"	"Rent"	"No"	"Yes"	"Yes"	"No"	"No"	"dnr"	"Online"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"No"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"Yes"	"Yes"
2495	"Democrat"	"(64,90]"	38	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Own"	"Yes"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"Pragmatist"	"No"	"No"	"Tunes"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"No"	"No"	"No"	"Yes"	"No"	"Study first"	"No"	"No"
2497	"Republican"	"(44,64]"	45	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"	"Own"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
2498	"Republican"	"(18,44]"	22	"unknown"	"Female"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"dnr"	"Happy"	"Yes"	"Science"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Own"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Public"	"Idealist"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"Study first"	"No"	"No"
2503	"Democrat"	"(18,44]"	5	"unknown"	"Female"	"under $25,000"	"Single (w/kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"
2506	"Democrat"	"(18,44]"	4	"unknown"	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2507	"Democrat"	"(18,44]"	1	"unknown"	"Female"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2508	"Republican"	"(64,90]"	35	"unknown"	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"No"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"dnr"	"Own"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Public"	"Pragmatist"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"No"	"No"	"Yes"	"dnr"	"No"	"Study first"	"No"	"No"
2509	"Democrat"	"(44,64]"	3	"Yes"	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
2511	"Republican"	"(44,64]"	23	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"dnr"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"dnr"	"dnr"	"Rent"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Pragmatist"	"Yes"	"Yes"	"Talk"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"
2512	"Republican"	"(44,64]"	43	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
2513	"Democrat"	"(0,18]"	45	"Yes"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"No"	"No"	"PC"	"Own"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Yes!"	"Yes"	"No"	"No"	"Yes"	"No"	"Try first"	"Yes"	"Yes"
2515	"Democrat"	"(18,44]"	41	"No"	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"No"	"No"	"No"	"dnr"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"	"Yes"	"No"	"dnr"	"No"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"dnr"	"No"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"dnr"	"No"	"Study first"	"Yes"	"Yes"
2516	"Republican"	"(18,44]"	45	"No"	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"Yes"	"Try first"	"Yes"	"No"
2517	"Democrat"	"(18,44]"	27	"No"	"Female"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"Mom"	"dnr"	"Yes"	"Happy"	"No"	"Art"	"dnr"	"Me"	"Yes"	"No"	"dnr"	"Rent"	"dnr"	"dnr"	"Yes"	"No"	"No"	"Yes"	"dnr"	"No"	"dnr"	"Public"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Yes"	"dnr"
2518	"Democrat"	"(18,44]"	10	"unknown"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Mom"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
2520	"Democrat"	"(18,44]"	45	"Yes"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Try first"	"Yes"	"No"
2521	"Democrat"	"(18,44]"	11	"Yes"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Mom"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"Rent"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"
2522	"Democrat"	"(18,44]"	27	"unknown"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Mom"	"dnr"	"Yes"	"dnr"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"dnr"	"PC"	"Own"	"Yes"	"dnr"	"No"	"No"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Public"	"Idealist"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"No"
2523	"Republican"	"(18,44]"	26	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Doctoral Degree"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Mac"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Private"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"dnr"	"No"	"dnr"
2524	"Republican"	"(44,64]"	38	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"No"	"dnr"	"Dad"	"dnr"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"dnr"	"No"	"PC"	"Own"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"In-person"	"No"	"No"	"dnr"	"Pragmatist"	"No"	"No"	"Talk"	"Yes"	"Yes"	"No"	"No"	"No"	"Umm..."	"dnr"	"No"	"No"	"Yes"	"No"	"Study first"	"No"	"No"
2525	"Democrat"	"(64,90]"	25	"Yes"	"Female"	"dnr"	"Married (w/kids)"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Art"	"dnr"	"dnr"	"Yes"	"Yes"	"PC"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
2526	"Republican"	"(18,44]"	45	"No"	"Female"	"under $25,000"	"Single (w/kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"No"	"PC"	"Rent"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"No"	"No"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"Yes"
2527	"Republican"	"(18,44]"	23	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"No"	"dnr"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"	"Rent"	"Yes"	"dnr"	"Yes"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Tunes"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Umm..."	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"
2528	"Republican"	"(18,44]"	30	"No"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Happy"	"dnr"	"Science"	"Yes"	"Me"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Online"	"No"	"No"	"Public"	"Idealist"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"No"	"Yes!"	"No"	"No"	"Yes"	"dnr"	"No"	"Study first"	"Yes"	"Yes"
2529	"Democrat"	"(44,64]"	6	"unknown"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2530	"Democrat"	"(18,44]"	35	"No"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"Me"	"Yes"	"dnr"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"No"	"Public"	"dnr"	"Yes"	"dnr"	"Tunes"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Umm..."	"No"	"No"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"
2532	"Republican"	"(64,90]"	18	"No"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"No"	"dnr"	"No"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"
2533	"Republican"	"(18,44]"	45	"Yes"	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Umm..."	"Yes"	"No"	"No"	"Yes"	"No"	"Try first"	"No"	"No"
2534	"Democrat"	"(44,64]"	37	"No"	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Associate's Degree"	"No"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Own"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"dnr"	"Idealist"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"No"	"dnr"	"No"	"No"	"No"	"Yes"	"No"	"Study first"	"No"	"Yes"
2536	"Republican"	"(18,44]"	38	"No"	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"dnr"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Own"	"dnr"	"No"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"dnr"	"No"	"Umm..."	"No"	"Yes"	"No"	"No"	"No"	"Try first"	"dnr"	"dnr"
2538	"Republican"	"(44,64]"	9	"unknown"	"Female"	"over $150,000"	"Married (w/kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Try first"	"No"	"No"
2541	"Democrat"	"(18,44]"	34	"Yes"	"Female"	"$25,001 - $50,000"	"Married (no kids)"	"Current Undergraduate"	"Yes"	"No"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Right"	"dnr"	"dnr"	"dnr"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"No"	"No"	"Yes"	"dnr"	"No"	"Yes"	"In-person"	"No"	"No"	"Public"	"Idealist"	"Yes"	"dnr"	"Tunes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"
2542	"Democrat"	"(18,44]"	7	"No"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
2543	"Democrat"	"(44,64]"	22	"unknown"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Mom"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"Me"	"dnr"	"Yes"	"dnr"	"Own"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"Private"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Try first"	"No"	"dnr"
2544	"Democrat"	"(18,44]"	45	"Yes"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Doctoral Degree"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"No"
2545	"Democrat"	"(18,44]"	45	"Yes"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"Yes"	"Try first"	"No"	"Yes"
2546	"Democrat"	"(44,64]"	44	"Yes"	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"dnr"	"Rent"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"No"	"Private"	"Idealist"	"Yes"	"No"	"Talk"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"No"
2549	"Democrat"	"(18,44]"	44	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Umm..."	"No"	"Yes"	"No"	"No"	"No"	"Study first"	"Yes"	"Yes"
