"USER_ID"	"Party"	"NumSurveyAns"	"YOB"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
3972	"Republican"	7	1967	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3973	"Democrat"	29	1995	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"dnr"
3974	"Democrat"	56	1977	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"Art"	"Yes"	"dnr"	"dnr"	"Yes"	"PC"	"No"	"No"	"Rent"	"No"	"Yes"	"Public"	"dnr"	"Yes"	"No"	"No"	"No"	"dnr"	"Online"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"
3976	"Democrat"	88	1983	"Male"	"over $150,000"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"dnr"	"dnr"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"dnr"	"No"	"No"	"Yes"	"No"
3977	"Republican"	68	1983	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Mom"	"Yes"	"dnr"	"Happy"	"dnr"	"Science"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes!"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"In-person"	"Yes"	"dnr"	"No"	"Idealist"	"Yes"	"Talk"	"dnr"	"No"	"dnr"	"No"	"Yes"	"Yes"
3978	"Democrat"	101	1986	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"Yes"	"Idealist"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
3979	"Republican"	15	1976	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"Own"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"
3980	"Democrat"	10	1958	"Female"	"over $150,000"	"Married (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"
3981	"Republican"	40	1953	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Associate's Degree"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"Mac"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Pragmatist"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"
3982	"Democrat"	57	1992	"Male"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"No"	"No"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"dnr"	"Me"	"dnr"	"No"	"Mac"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Idealist"	"dnr"	"Tunes"	"Yes"	"dnr"	"No"	"No"	"dnr"	"Yes"
3983	"Democrat"	96	1970	"Male"	"$100,001 - $150,000"	"Domestic Partners (w/kids)"	"High School Diploma"	"No"	"Yes"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"dnr"	"Yes"	"Yes"	"No"	"Yes"
3984	"Democrat"	2	1963	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3985	"Republican"	92	1942	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"dnr"	"Yes"	"Public"	"Umm..."	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"No"	"Pragmatist"	"dnr"	"Talk"	"Yes"	"No"	"No"	"No"	"No"	"Yes"
3986	"Democrat"	5	1945	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3987	"Democrat"	95	1941	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"dnr"	"No"	"Own"	"No"	"Yes"	"Private"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Yes"
3988	"Democrat"	101	1964	"Male"	"over $150,000"	"Married (no kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"No"	"No"	"Yes"
3989	"Democrat"	17	1979	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
3990	"Republican"	3	1982	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3991	"Democrat"	79	1972	"Male"	"over $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"dnr"	"dnr"	"No"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"Talk"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"
3992	"Republican"	35	1995	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Happy"	"dnr"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Public"	"Yes!"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"
3993	"Democrat"	49	1985	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"Mom"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Mac"	"No"	"No"	"Own"	"Yes"	"dnr"	"dnr"	"Umm..."	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"dnr"
3994	"Democrat"	68	1971	"Female"	"dnr"	"Single (w/kids)"	"dnr"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"dnr"	"Me"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"Own"	"Yes"	"No"	"Public"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"
3995	"Democrat"	98	1986	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"No"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"
3996	"Democrat"	16	1991	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
3997	"Democrat"	32	1966	"Female"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Rent"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"
3998	"Republican"	100	1997	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
3999	"Republican"	82	1982	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Happy"	"Yes"	"Art"	"dnr"	"dnr"	"No"	"No"	"PC"	"Yes"	"Yes"	"Own"	"No"	"No"	"Public"	"Umm..."	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"Yes"	"dnr"	"No"	"Tunes"	"Yes"	"dnr"	"No"	"No"	"No"	"Yes"
4000	"Democrat"	47	1997	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"dnr"	"Happy"	"Yes"	"Science"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"No"	"Own"	"Yes"	"dnr"	"Public"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"In-person"	"dnr"	"dnr"	"No"	"Idealist"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"
4001	"Democrat"	85	1994	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"No"	"PC"	"dnr"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"dnr"	"No"	"No"	"Online"	"No"	"dnr"	"dnr"	"Idealist"	"No"	"Tunes"	"dnr"	"No"	"No"	"Yes"	"No"	"Yes"
4002	"Democrat"	16	1998	"Male"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4003	"Republican"	5	1983	"Male"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4004	"Republican"	31	1998	"Female"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Tunes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
4005	"Democrat"	47	1995	"Male"	"dnr"	"Domestic Partners (no kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"No"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"No"	"dnr"	"No"	"Yes"	"PC"	"dnr"	"No"	"Rent"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"No"	"In-person"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
4006	"Republican"	101	1988	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"No"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"
4007	"Republican"	68	1996	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"No"	"dnr"	"No"	"Mom"	"Yes"	"No"	"dnr"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"	"Yes"	"Yes"	"Rent"	"No"	"Yes"	"Public"	"dnr"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"dnr"	"No"	"No"	"Idealist"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"dnr"
4008	"Democrat"	10	1995	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4009	"Republican"	10	1993	"Male"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4010	"Republican"	97	1998	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"Art"	"No"	"Me"	"No"	"Yes"	"PC"	"Yes"	"dnr"	"Own"	"No"	"No"	"Public"	"Yes!"	"No"	"dnr"	"Yes"	"No"	"No"	"Online"	"Yes"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"
4011	"Democrat"	93	1985	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"dnr"	"Yes"	"No"	"Yes"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"
4012	"Republican"	14	1991	"dnr"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4014	"Republican"	30	1983	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"No"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"No"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"
4016	"Republican"	63	1958	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"Private"	"Yes!"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"In-person"	"No"	"Yes"	"No"	"Idealist"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"No"	"dnr"	"Yes"
4017	"Republican"	95	1984	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Rent"	"No"	"dnr"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"
4018	"Republican"	38	1983	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"	"dnr"	"Yes"	"Own"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
4019	"Republican"	29	1977	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Public"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Yes"	"Idealist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
4020	"Democrat"	92	1994	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"No"	"No"	"Own"	"No"	"dnr"	"Public"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"In-person"	"dnr"	"No"	"No"	"Idealist"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"No"	"Yes"	"No"
4021	"Republican"	34	1976	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Current Undergraduate"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Rent"	"dnr"	"dnr"	"dnr"	"Umm..."	"Yes"	"dnr"	"dnr"	"No"	"No"	"Online"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"
4022	"Democrat"	22	1997	"Female"	"dnr"	"Single (no kids)"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"Yes"	"Rent"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
