"USER_ID"	"Party"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"IsLiberal"	"Age"	"NumSurveyAns"	"NumDemogrAns"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"	"Q115195"	"Q100680"	"Q101596"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q107869"	"Q122771"	"Q118232"	"Q112478"	"Q120012"	"Q113583"	"Q120014"	"Q100689"	"Q124122"	"Q98078"	"Q96024"	"Q108855"	"Q121700"	"Q106388"	"Q116953"	"Q111848"	"Q116448"	"Q120194"	"Q121011"	"Q106389"
3057	"Republican"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"Yes"	21	53	5	"No"	"No"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"PC"	"dnr"	"No"	"dnr"	"dnr"	"No"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"No"	"Tunes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"
3059	"Republican"	"Male"	"over $150,000"	"Married (w/kids)"	"dropout"	"unknown"	46	21	3	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3060	"Republican"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"dropout"	"unknown"	27	14	4	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"dnr"	"dnr"
3062	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"Yes"	35	81	5	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"Yes"	"Mac"	"Rent"	"No"	"No"	"No"	"No"	"No"	"dnr"	"In-person"	"Yes"	"Yes"	"dnr"	"Pragmatist"	"No"	"dnr"	"Tunes"	"dnr"	"No"	"No"	"No"	"No"	"Umm..."	"dnr"	"No"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"
3063	"Democrat"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"unknown"	23	22	5	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Science"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Private"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"
3065	"Democrat"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Bachelor's Degree"	"Yes"	31	43	4	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"PC"	"Own"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"In-person"	"dnr"	"dnr"	"Public"	"Idealist"	"dnr"	"No"	"Talk"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"
3066	"Democrat"	"Female"	"over $150,000"	"Married (w/kids)"	"dropout"	"Yes"	48	67	4	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Dad"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Mac"	"Own"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Private"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Yes!"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"
3067	"Democrat"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"unknown"	24	13	4	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"Yes"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
3068	"Republican"	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	41	95	5	"No"	"Yes"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"No"	"No"	"Yes"	"dnr"	"Yes"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"No"	"Study first"	"Yes"	"Yes"
3069	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"unknown"	19	31	3	"No"	"dnr"	"No"	"No"	"Yes"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
3070	"Democrat"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"Yes"	24	101	5	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Rent"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"No"	"Umm..."	"No"	"Yes"	"No"	"No"	"Yes"	"Study first"	"Yes"	"Yes"
3071	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"unknown"	55	45	5	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"Yes"	"No"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Online"	"dnr"	"Yes"	"Public"	"dnr"	"Yes"	"Yes"	"Tunes"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes!"	"No"	"dnr"	"dnr"	"No"	"No"	"Study first"	"Yes"	"dnr"
3072	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"dropout"	"unknown"	25	10	4	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
3075	"Republican"	"Female"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"No"	62	99	4	"dnr"	"Yes"	"No"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"No"	"No"	"No"	"No"	"Study first"	"No"	"No"
3076	"Democrat"	"Female"	"under $25,000"	"Single (no kids)"	"dropout"	"unknown"	39	10	1	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3078	"Democrat"	"Female"	"over $150,000"	"Single (w/kids)"	"Bachelor's Degree"	"No"	54	81	5	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"dnr"	"No"	"Art"	"Yes"	"dnr"	"No"	"No"	"dnr"	"Own"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"dnr"	"Online"	"Yes"	"No"	"Public"	"dnr"	"dnr"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Umm..."	"No"	"Yes"	"No"	"dnr"	"dnr"	"Try first"	"Yes"	"No"
3079	"Republican"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	25	86	5	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"dnr"	"Yes"	"Me"	"dnr"	"No"	"PC"	"Rent"	"No"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Online"	"Yes"	"Yes"	"dnr"	"Pragmatist"	"Yes"	"No"	"Tunes"	"Yes"	"No"	"dnr"	"No"	"Yes"	"Yes!"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"No"
3080	"Republican"	"Male"	"over $150,000"	"Single (no kids)"	"dropout"	"unknown"	46	27	4	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
3081	"Republican"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"unknown"	73	7	5	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
3082	"Republican"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	20	101	5	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"No"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"	"Yes"	"No"	"Yes"	"Yes"	"No"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes!"	"No"	"No"	"No"	"No"	"No"	"Try first"	"Yes"	"Yes"
3083	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"unknown"	30	8	5	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
3084	"Democrat"	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"unknown"	15	39	4	"No"	"No"	"dnr"	"dnr"	"dnr"	"Dad"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"Try first"	"dnr"	"dnr"
3085	"Republican"	"Female"	"under $25,000"	"Single (no kids)"	"dropout"	"unknown"	39	16	1	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Mom"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Pragmatist"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3086	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"unknown"	18	37	5	"No"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"dnr"	"dnr"	"Yes"	"No"	"No"	"dnr"	"In-person"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3087	"Democrat"	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"Current Undergraduate"	"Yes"	28	80	5	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"dnr"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"dnr"	"No"	"dnr"	"Tunes"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"No"	"Yes"	"Study first"	"dnr"	"Yes"
3088	"Democrat"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"dropout"	"unknown"	23	44	4	"dnr"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"Yes"	"dnr"	"Yes"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"
3089	"Democrat"	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	17	8	5	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3090	"Democrat"	"Female"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"unknown"	22	69	4	"dnr"	"No"	"No"	"No"	"dnr"	"Dad"	"dnr"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"dnr"	"Yes"	"Yes"	"Mac"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"No"	"No"	"dnr"	"Idealist"	"No"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Yes"
3092	"Republican"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"dropout"	"unknown"	47	26	4	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"Own"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"
3093	"Democrat"	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"unknown"	48	7	5	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
3094	"Democrat"	"Female"	"$25,001 - $50,000"	"Single (w/kids)"	"dropout"	"unknown"	35	18	4	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
3095	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	22	66	5	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"dnr"	"PC"	"Rent"	"No"	"Yes"	"Yes"	"Yes"	"No"	"dnr"	"Online"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Talk"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Yes!"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"
3097	"Democrat"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"dropout"	"No"	33	90	4	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"dnr"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"dnr"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Umm..."	"No"	"dnr"	"Yes"	"No"	"No"	"dnr"	"dnr"	"dnr"
3098	"Republican"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	40	98	3	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"Yes"	"Private"	"Pragmatist"	"No"	"No"	"Talk"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"Study first"	"No"	"No"
3099	"Democrat"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	65	92	5	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"dnr"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Talk"	"No"	"No"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"dnr"	"No"	"dnr"	"Try first"	"No"	"No"
3102	"Republican"	"Female"	"under $25,000"	"Married (w/kids)"	"High School Diploma"	"No"	26	88	5	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"Yes"	"Art"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Public"	"dnr"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Umm..."	"No"	"Yes"	"dnr"	"No"	"No"	"Try first"	"Yes"	"Yes"
3103	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	22	101	5	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Private"	"Pragmatist"	"No"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Umm..."	"No"	"No"	"No"	"No"	"Yes"	"Try first"	"No"	"Yes"
3104	"Republican"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"No"	65	101	5	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"Yes"	"No"
3105	"Republican"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"Yes"	27	101	5	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"No"	"PC"	"Rent"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"No"	"Yes"
3106	"Republican"	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Bachelor's Degree"	"Yes"	28	84	5	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"dnr"	"Yes"	"PC"	"Rent"	"No"	"Yes"	"dnr"	"Yes"	"No"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"No"	"Yes"	"Talk"	"Yes"	"No"	"dnr"	"No"	"No"	"Yes!"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"Yes"	"Yes"
3108	"Democrat"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	25	101	5	"Yes"	"No"	"No"	"Yes"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Public"	"Idealist"	"No"	"No"	"Talk"	"Yes"	"No"	"No"	"No"	"Yes"	"Umm..."	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"Yes"	"No"
3109	"Democrat"	"Male"	"over $150,000"	"Single (w/kids)"	"Master's Degree"	"Yes"	45	98	5	"Yes"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Talk"	"Yes"	"No"	"Yes"	"No"	"No"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
3110	"Democrat"	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"No"	59	37	4	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Circumstances"	"dnr"	"Yes"	"dnr"	"Own"	"dnr"	"No"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Private"	"dnr"	"dnr"	"Yes"	"Talk"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"No"	"dnr"
3111	"Democrat"	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Associate's Degree"	"unknown"	32	2	4	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
