"USER_ID"	"xgboost_preProcess8_1802"	"xgboost_preProcess8_1430"	"xgboost_preProcess8_8415"	"xgboost_preProcess8_1336"	"xgboost_preProcess8_4774"	"kNN_preProcess8_1802"	"kNN_preProcess8_1430"	"kNN_preProcess8_8415"	"kNN_preProcess8_1336"	"svm_preProcess8_1802"	"svm_preProcess8_1430"	"svm_preProcess8_8415"	"svm_preProcess8_1336"	"Party"
3579	0.589108347892761	0.620685756206512	0.592328488826752	0.576823472976685	0.595379948616028	1	1	1	1	1	1	1	1	"Republican"
3581	0.664031863212585	0.594990730285645	0.625597774982452	0.672033667564392	0.672573387622833	0	0	0	1	1	1	1	1	"Republican"
3582	0.448373526334763	0.564673542976379	0.511247098445892	0.604303419589996	0.503475189208984	1	1	1	1	1	1	1	1	"Republican"
3584	0.80191558599472	0.777231693267822	0.810611307621002	0.833716213703156	0.80997622013092	1	1	1	1	1	1	1	1	"Republican"
3585	0.794843792915344	0.817965567111969	0.822988092899323	0.771065354347229	0.79694014787674	1	1	1	1	1	1	1	1	"Republican"
3587	0.499092072248459	0.63321053981781	0.556790292263031	0.534633874893188	0.487608969211578	0	0	0	0	0	0	0	0	"Democrat"
3589	0.54880702495575	0.5454962849617	0.610235869884491	0.650788903236389	0.551698327064514	1	1	1	1	1	1	1	1	"Democrat"
3591	0.351391822099686	0.367008447647095	0.291217476129532	0.360560148954391	0.404991924762726	0	0	0	0	0	0	0	0	"Democrat"
3592	0.364610284566879	0.366905272006989	0.421690911054611	0.4103744328022	0.383982241153717	0	0	0	0	0	0	0	0	"Republican"
3593	0.63130110502243	0.524264812469482	0.677780628204346	0.526855945587158	0.584584951400757	1	1	0	1	1	1	1	1	"Republican"
3594	0.521379888057709	0.488559514284134	0.555709600448608	0.486353307962418	0.593838036060333	1	1	1	1	1	1	1	1	"Republican"
3595	0.374638885259628	0.375196635723114	0.360935211181641	0.33911544084549	0.353914350271225	0	0	0	0	0	0	0	0	"Democrat"
3596	0.263616532087326	0.288627713918686	0.30145400762558	0.382696926593781	0.339559376239777	0	0	0	0	0	0	0	0	"Democrat"
3597	0.259923160076141	0.226025864481926	0.229569897055626	0.257627636194229	0.206323564052582	0	0	0	0	0	0	0	0	"Democrat"
3599	0.20166252553463	0.179693773388863	0.243937566876411	0.22474117577076	0.177694901823997	0	0	0	0	0	0	0	0	"Democrat"
3600	0.219012677669525	0.210032194852829	0.176103934645653	0.259673714637756	0.26745218038559	0	0	0	0	0	0	0	0	"Democrat"
3601	0.504675209522247	0.531858444213867	0.506337285041809	0.593652009963989	0.483309119939804	0	0	1	0	0	1	1	0	"Democrat"
3602	0.438217133283615	0.493482708930969	0.420029193162918	0.416694462299347	0.434235215187073	0	0	0	0	0	0	0	0	"Democrat"
3603	0.168695017695427	0.184131622314453	0.196377605199814	0.255839377641678	0.17223271727562	0	0	0	0	0	0	0	0	"Republican"
3604	0.139230355620384	0.194198414683342	0.27951642870903	0.197422012686729	0.124008625745773	0	0	0	0	0	0	0	0	"Democrat"
3605	0.509544968605042	0.578715264797211	0.578427672386169	0.523614108562469	0.525573492050171	1	1	1	1	1	1	1	1	"Republican"
3606	0.427331417798996	0.457193195819855	0.401885598897934	0.604812145233154	0.418418735265732	0	0	0	0	1	0	1	1	"Democrat"
3608	0.438839197158813	0.473697692155838	0.524466037750244	0.497880131006241	0.419233649969101	0	0	0	0	0	0	0	0	"Democrat"
3609	0.810317516326904	0.805203139781952	0.796376049518585	0.781727194786072	0.840612471103668	1	1	1	1	1	1	1	1	"Republican"
3610	0.147755548357964	0.184092015028	0.218228831887245	0.221251279115677	0.174145355820656	0	0	0	0	0	0	0	0	"Democrat"
3611	0.19510443508625	0.133296638727188	0.153674200177193	0.151291593909264	0.106679894030094	0	0	0	0	0	0	0	0	"Democrat"
3612	0.158058390021324	0.202519774436951	0.148833647370338	0.19141611456871	0.188018321990967	0	0	0	0	0	0	0	0	"Democrat"
3614	0.384490489959717	0.390339404344559	0.37918809056282	0.500320196151733	0.403546363115311	0	0	0	0	0	0	0	0	"Republican"
3615	0.752781867980957	0.754023611545563	0.730832576751709	0.721269309520721	0.731096208095551	1	1	1	1	1	1	1	1	"Democrat"
3616	0.648028790950775	0.76523357629776	0.636402666568756	0.726610422134399	0.72161877155304	1	1	1	1	1	1	1	1	"Democrat"
3617	0.717446982860565	0.684452295303345	0.638403594493866	0.738516092300415	0.631698131561279	1	1	1	1	1	1	1	1	"Democrat"
3618	0.433657318353653	0.338462859392166	0.360823184251785	0.364239007234573	0.401787906885147	0	0	0	0	0	0	0	0	"Republican"
3619	0.489761233329773	0.496311783790588	0.497598916292191	0.569811642169952	0.493155926465988	0	0	1	0	0	0	1	0	"Democrat"
3620	0.763365626335144	0.66620796918869	0.685609996318817	0.68695467710495	0.664780020713806	1	1	1	1	1	1	1	1	"Democrat"
3621	0.500731110572815	0.525740146636963	0.429719686508179	0.36139589548111	0.532356798648834	0	0	0	0	0	0	0	0	"Republican"
3622	0.450131684541702	0.5344118475914	0.464772492647171	0.546882212162018	0.553973078727722	1	1	1	1	1	1	1	1	"Republican"
3624	0.319371342658997	0.366108268499374	0.292959332466125	0.315725058317184	0.355052500963211	0	0	0	0	0	0	0	0	"Republican"
3625	0.701444923877716	0.72195953130722	0.738097786903381	0.787304759025574	0.774357438087463	1	1	1	1	1	1	1	1	"Democrat"
3626	0.758528649806976	0.679097533226013	0.709835588932037	0.638968050479889	0.669244110584259	1	1	1	1	1	1	1	1	"Republican"
3627	0.368078470230103	0.36369651556015	0.392047047615051	0.332881242036819	0.292189508676529	0	0	0	0	0	0	0	0	"Democrat"
3628	0.558616518974304	0.552982985973358	0.473651200532913	0.581423759460449	0.559874415397644	1	1	1	1	1	1	1	1	"Democrat"
3629	0.513658702373505	0.456683129072189	0.552197277545929	0.618132412433624	0.635207176208496	0	0	0	0	1	1	1	1	"Republican"
3630	0.702800095081329	0.700786590576172	0.641734838485718	0.679078161716461	0.76142144203186	1	1	1	1	1	1	1	1	"Democrat"
3632	0.490666210651398	0.498756647109985	0.503551721572876	0.466226786375046	0.468194484710693	0	0	0	0	0	0	0	0	"Republican"
3633	0.567997634410858	0.735785603523254	0.637578070163727	0.634926378726959	0.710149228572845	1	1	1	1	1	1	1	1	"Republican"
3634	0.723553121089935	0.740041017532349	0.842851281166077	0.771783947944641	0.813737452030182	1	1	1	1	1	1	1	1	"Republican"
3635	0.602338433265686	0.575090110301971	0.730022788047791	0.59592866897583	0.601991891860962	1	1	1	1	1	1	1	1	"Republican"
3636	0.534127414226532	0.563453495502472	0.484866321086884	0.497663140296936	0.535108685493469	0	0	0	0	1	1	0	0	"Democrat"
3637	0.481436192989349	0.530535459518433	0.355611622333527	0.462276846170425	0.556750357151031	0	0	0	0	0	0	0	0	"Democrat"
3638	0.571328639984131	0.494511604309082	0.44372946023941	0.478033155202866	0.55629575252533	0	0	0	0	0	0	0	0	"Democrat"
3640	0.197541505098343	0.17846891283989	0.172219291329384	0.173969686031342	0.203650534152985	0	0	0	0	0	0	0	0	"Republican"
3641	0.350337713956833	0.330701142549515	0.333486944437027	0.286388516426086	0.319537490606308	0	0	0	0	0	0	0	0	"Democrat"
3642	0.349959343671799	0.38353231549263	0.433746010065079	0.432763010263443	0.449640065431595	0	0	1	1	0	0	0	0	"Republican"
3643	0.626661062240601	0.628615260124207	0.573058724403381	0.585589170455933	0.563913643360138	1	1	1	1	1	1	1	1	"Republican"
3644	0.586665451526642	0.5852410197258	0.579662799835205	0.599446356296539	0.564883708953857	0	0	0	0	1	1	1	1	"Democrat"
3645	0.189237460494041	0.200792998075485	0.180638760328293	0.120222963392735	0.224276587367058	0	0	0	0	0	0	0	0	"Democrat"
3646	0.306326687335968	0.371057420969009	0.403788447380066	0.407088071107864	0.387381911277771	0	0	0	0	0	0	0	0	"Democrat"
3647	0.497133523225784	0.472544699907303	0.55961799621582	0.495270937681198	0.411377519369125	0	0	0	0	0	0	0	0	"Republican"
3648	0.109478123486042	0.0927475020289421	0.131477802991867	0.13291934132576	0.0982552766799927	0	0	0	0	0	0	0	0	"Republican"
3649	0.544532656669617	0.494382441043854	0.493491142988205	0.502785444259644	0.463763207197189	0	0	0	0	0	0	0	0	"Democrat"
3650	0.150062337517738	0.182543992996216	0.182000294327736	0.184314802289009	0.193430840969086	0	0	0	0	0	0	0	0	"Democrat"
3651	0.367349147796631	0.41413739323616	0.360124558210373	0.358597666025162	0.299118965864182	0	0	0	0	0	0	0	0	"Democrat"
3652	0.837880969047546	0.825059950351715	0.838324546813965	0.835403382778168	0.847190737724304	1	1	1	1	1	1	1	1	"Republican"
3653	0.575399816036224	0.568699538707733	0.462681800127029	0.480003029108047	0.531896889209747	1	1	1	1	0	1	0	0	"Democrat"
3655	0.638508677482605	0.639654040336609	0.591699302196503	0.515103816986084	0.538348197937012	1	1	1	1	1	1	1	1	"Republican"
3657	0.417837381362915	0.32915472984314	0.357383102178574	0.382874250411987	0.282637566328049	0	0	0	0	0	0	0	0	"Republican"
3658	0.399054974317551	0.285227805376053	0.389608711004257	0.401262372732162	0.358910977840424	0	0	0	0	0	0	0	0	"Democrat"
3659	0.506697535514832	0.498756647109985	0.51642918586731	0.513479590415955	0.504783093929291	0	0	0	0	0	0	1	1	"Democrat"
3660	0.518519341945648	0.362564235925674	0.364838123321533	0.364414274692535	0.387470006942749	0	0	0	0	0	0	0	0	"Democrat"
3661	0.481148183345795	0.600081026554108	0.480906069278717	0.557384490966797	0.597386360168457	0	0	0	0	0	0	0	1	"Republican"
3662	0.650386333465576	0.571717798709869	0.645227313041687	0.625772178173065	0.644689500331879	1	0	0	1	1	1	1	1	"Republican"
3664	0.162643656134605	0.144392639398575	0.198670372366905	0.148574069142342	0.192088037729263	0	0	0	0	0	0	0	0	"Democrat"
3665	0.156888693571091	0.149166032671928	0.117994867265224	0.152935191988945	0.140644758939743	0	0	0	0	0	0	0	0	"Republican"
3666	0.165504992008209	0.13951812684536	0.226074635982513	0.196821212768555	0.175628408789635	0	0	0	0	0	0	0	0	"Democrat"
3667	0.463551968336105	0.518795847892761	0.500823318958282	0.46878644824028	0.513953685760498	1	0	0	0	0	0	0	0	"Democrat"
3668	0.493518352508545	0.468822330236435	0.46909362077713	0.468066841363907	0.443612039089203	0	0	0	0	0	0	0	0	"Democrat"
3669	0.522582948207855	0.527014970779419	0.617963194847107	0.535159230232239	0.449171662330627	0	0	0	0	0	0	0	0	"Republican"
3670	0.612374544143677	0.590675592422485	0.522184133529663	0.592932879924774	0.555495142936707	0	0	0	0	1	1	1	1	"Democrat"
3671	0.721838116645813	0.687383532524109	0.678233087062836	0.626497805118561	0.684135496616364	1	1	1	1	1	1	1	1	"Democrat"
3672	0.708096623420715	0.755827307701111	0.742289125919342	0.752239644527435	0.658101975917816	1	1	1	1	1	1	1	1	"Democrat"
3674	0.537982940673828	0.505344867706299	0.529839515686035	0.528842449188232	0.512647390365601	0	1	0	1	1	1	0	1	"Democrat"
3675	0.430856674909592	0.346892595291138	0.404564619064331	0.389008313417435	0.422678530216217	0	0	0	0	0	0	0	0	"Democrat"
3676	0.37048602104187	0.315246313810349	0.342388421297073	0.307932406663895	0.370969474315643	0	0	0	0	0	0	0	0	"Democrat"
3677	0.0967915058135986	0.109200924634933	0.133139103651047	0.134386196732521	0.139763802289963	0	0	0	0	0	0	0	0	"Democrat"
3678	0.587814331054688	0.496721506118774	0.586260497570038	0.570688128471375	0.50872790813446	0	0	0	0	1	1	1	1	"Democrat"
3679	0.221350863575935	0.136979952454567	0.253840088844299	0.215150415897369	0.261347085237503	0	0	0	0	0	0	0	0	"Democrat"
3680	0.512187898159027	0.536399483680725	0.504756033420563	0.529813945293427	0.473309606313705	0	0	0	0	0	0	0	1	"Republican"
3682	0.182486489415169	0.167990073561668	0.146491274237633	0.170304670929909	0.145097762346268	0	0	0	0	0	0	0	0	"Democrat"
3684	0.186654716730118	0.19614166021347	0.166895851492882	0.106157548725605	0.204028621315956	0	0	0	0	0	0	0	0	"Democrat"
3685	0.221975952386856	0.246443137526512	0.374393939971924	0.279444605112076	0.229957789182663	0	0	0	0	0	0	0	0	"Republican"
3686	0.713211417198181	0.74696958065033	0.679796278476715	0.672171056270599	0.703551054000854	1	1	1	1	1	1	1	1	"Democrat"
3689	0.62136298418045	0.58771687746048	0.644364535808563	0.606539189815521	0.596893191337585	1	1	1	0	1	1	1	0	"Democrat"
3692	0.563085913658142	0.635677456855774	0.607080340385437	0.573548674583435	0.554493010044098	1	1	1	1	1	1	1	1	"Republican"
3694	0.25656932592392	0.407837450504303	0.395053327083588	0.314378142356873	0.394970744848251	0	0	0	0	0	0	0	0	"Republican"
3695	0.647727489471436	0.593719720840454	0.604495763778687	0.65162068605423	0.658720374107361	0	0	0	0	1	0	0	1	"Republican"
3696	0.679239690303802	0.608244895935059	0.590325891971588	0.662935674190521	0.625747561454773	1	1	1	1	1	1	1	1	"Democrat"
3697	0.207873851060867	0.193833902478218	0.250911682844162	0.232758611440659	0.250763326883316	0	0	0	0	0	0	0	0	"Republican"
3698	0.426058858633041	0.472064226865768	0.452923744916916	0.484871357679367	0.429462552070618	0	0	1	0	0	0	0	0	"Democrat"
3699	0.548217833042145	0.505959272384644	0.468747407197952	0.567781329154968	0.482216417789459	1	1	1	1	1	1	1	1	"Republican"
3700	0.170197457075119	0.20444992184639	0.110664822161198	0.144066020846367	0.213605418801308	0	0	0	0	0	0	0	0	"Democrat"
3701	0.696222424507141	0.732155859470367	0.68413233757019	0.669144868850708	0.70542323589325	1	1	1	1	1	1	1	1	"Republican"
3702	0.434972167015076	0.452074229717255	0.389268606901169	0.389836728572845	0.386714190244675	0	0	0	0	0	0	0	0	"Republican"
3704	0.669237673282623	0.633873641490936	0.727065801620483	0.65370112657547	0.676628232002258	1	1	1	1	1	1	1	1	"Republican"
3705	0.487930476665497	0.468165010213852	0.496329456567764	0.547064185142517	0.504701733589172	0	0	0	0	1	0	0	1	"Republican"
3706	0.367336094379425	0.472745716571808	0.419454216957092	0.452122628688812	0.438720464706421	0	0	0	0	0	0	0	0	"Republican"
3707	0.674912631511688	0.699531435966492	0.763140261173248	0.662585854530334	0.758414566516876	1	1	1	1	1	1	1	1	"Republican"
3708	0.596798479557037	0.660331547260284	0.585955560207367	0.604232728481293	0.563701391220093	1	1	0	0	1	1	1	1	"Republican"
3709	0.742628276348114	0.75811505317688	0.828092932701111	0.798869371414185	0.753605425357819	1	1	1	1	1	1	1	1	"Republican"
3711	0.233118444681168	0.149515375494957	0.217352032661438	0.166504770517349	0.132158681750298	0	0	0	0	0	0	0	0	"Democrat"
3712	0.477206230163574	0.477394491434097	0.417298555374146	0.424388885498047	0.488355249166489	0	0	0	0	0	0	0	0	"Democrat"
3714	0.427466601133347	0.556842386722565	0.619266271591187	0.541725218296051	0.565779864788055	0	0	1	1	1	1	1	1	"Republican"
3715	0.374950677156448	0.220846012234688	0.318347841501236	0.367168784141541	0.327140301465988	0	0	0	0	0	0	0	0	"Democrat"
3716	0.160731881856918	0.177840605378151	0.179573595523834	0.1579659730196	0.190211474895477	0	0	0	0	0	0	0	0	"Democrat"
3717	0.351729154586792	0.464792788028717	0.334483623504639	0.362159937620163	0.438750326633453	0	0	0	0	0	0	0	0	"Democrat"
3721	0.118812270462513	0.165639311075211	0.120889231562614	0.124760933220387	0.178762570023537	0	0	0	0	0	0	0	0	"Democrat"
3722	0.229080528020859	0.169049471616745	0.190615132451057	0.232426106929779	0.232779145240784	0	0	0	0	0	0	0	0	"Republican"
3723	0.417151182889938	0.438282132148743	0.469722867012024	0.453776955604553	0.390821784734726	0	0	0	0	0	0	0	0	"Democrat"
3724	0.682880520820618	0.601306855678558	0.693612933158875	0.69550609588623	0.664893865585327	0	0	0	0	1	1	1	1	"Republican"
3725	0.58903694152832	0.594932615756989	0.586154103279114	0.560958385467529	0.582657158374786	1	1	1	1	1	1	1	1	"Republican"
3726	0.560458958148956	0.51544177532196	0.58924388885498	0.569101333618164	0.501937627792358	0	1	1	0	1	0	1	1	"Republican"
3729	0.738935947418213	0.748391509056091	0.706806898117065	0.616502523422241	0.631150722503662	1	1	1	1	1	1	1	1	"Republican"
3730	0.321479469537735	0.427339196205139	0.417150229215622	0.388140022754669	0.346626400947571	0	0	0	0	0	0	0	0	"Republican"
3731	0.188521519303322	0.232499092817307	0.18050092458725	0.211420282721519	0.260968804359436	0	0	0	0	0	0	0	0	"Democrat"
3732	0.417959600687027	0.440253704786301	0.478795170783997	0.493314981460571	0.47832328081131	0	0	0	0	0	0	0	0	"Republican"
3733	0.569828808307648	0.607313990592957	0.530397057533264	0.598545730113983	0.605261027812958	1	1	1	1	1	1	1	1	"Republican"
3735	0.523861110210419	0.349101692438126	0.413273900747299	0.400579869747162	0.42109227180481	0	0	0	0	0	0	0	0	"Democrat"
3736	0.658410251140594	0.677628874778748	0.658998072147369	0.656947135925293	0.689436018466949	0	1	0	0	1	1	1	1	"Republican"
3737	0.498413145542145	0.490423649549484	0.453183710575104	0.460407584905624	0.518624305725098	0	0	0	0	1	1	1	1	"Democrat"
3738	0.190734758973122	0.237163186073303	0.311222225427628	0.29559800028801	0.281197845935822	0	0	0	0	0	0	0	0	"Democrat"
3739	0.394371330738068	0.36488738656044	0.358999818563461	0.485161989927292	0.382281184196472	0	0	0	0	0	0	0	0	"Democrat"
3740	0.660859823226929	0.636944353580475	0.649937689304352	0.737599730491638	0.626977264881134	1	1	1	1	1	1	1	1	"Republican"
3741	0.41840472817421	0.400877714157104	0.405409634113312	0.385869592428207	0.335819840431213	0	0	0	0	0	0	0	0	"Democrat"
3743	0.145285367965698	0.150858774781227	0.198168471455574	0.198292776942253	0.137791499495506	0	0	0	0	0	0	0	0	"Democrat"
3744	0.324651837348938	0.340485483407974	0.330854505300522	0.359578877687454	0.351582527160645	0	0	0	0	0	0	0	0	"Democrat"
3745	0.653273403644562	0.652295529842377	0.610409915447235	0.55092579126358	0.724238216876984	1	1	1	1	1	1	1	1	"Republican"
3746	0.817879319190979	0.773546695709229	0.784545660018921	0.806884229183197	0.829761981964111	1	1	1	1	1	1	1	1	"Republican"
3747	0.589266180992126	0.565880715847015	0.571171879768372	0.531143546104431	0.572622895240784	0	0	0	0	1	1	1	1	"Republican"
3748	0.425147265195847	0.497680395841599	0.460413753986359	0.490957736968994	0.426769107580185	0	0	0	0	0	1	1	1	"Republican"
3750	0.473647087812424	0.47707998752594	0.377773940563202	0.423013746738434	0.399103969335556	0	0	0	0	0	0	0	0	"Democrat"
3751	0.373407870531082	0.333487749099731	0.35327023267746	0.424309492111206	0.356862187385559	0	0	0	0	0	0	0	0	"Democrat"
3752	0.559748888015747	0.576829075813293	0.592399299144745	0.642481982707977	0.584380745887756	0	0	0	0	1	1	1	1	"Republican"
3754	0.573378384113312	0.61378800868988	0.488857328891754	0.486744612455368	0.556845247745514	1	1	1	1	1	1	1	1	"Republican"
3755	0.830793619155884	0.784784138202667	0.800216794013977	0.798495292663574	0.797910511493683	1	1	1	1	1	1	1	1	"Republican"
3756	0.438512712717056	0.329064011573792	0.304044991731644	0.388395875692368	0.384692192077637	0	0	0	0	0	0	0	0	"Republican"
3757	0.547707855701447	0.464864760637283	0.524706959724426	0.503381848335266	0.523725032806396	0	0	0	0	0	0	0	0	"Republican"
3758	0.456652522087097	0.433355778455734	0.411929786205292	0.427284151315689	0.390667140483856	1	1	1	1	1	1	1	1	"Republican"
3759	0.625220477581024	0.441652357578278	0.446592032909393	0.467005342245102	0.532870769500732	0	0	0	0	0	0	0	0	"Democrat"
3761	0.354103416204453	0.236827120184898	0.299089282751083	0.32475820183754	0.376755625009537	1	1	1	1	0	0	0	0	"Democrat"
3763	0.531516969203949	0.512011647224426	0.569472372531891	0.57920229434967	0.470702826976776	0	0	0	0	1	1	1	1	"Republican"
3764	0.386356800794601	0.442909389734268	0.34867799282074	0.305496513843536	0.313422977924347	0	0	0	0	0	0	0	0	"Democrat"
3765	0.400271028280258	0.33764660358429	0.389341771602631	0.366588771343231	0.309951186180115	0	0	0	0	0	0	0	0	"Republican"
3766	0.561701834201813	0.443129390478134	0.578567922115326	0.469948381185532	0.48976668715477	0	0	0	0	1	1	1	1	"Democrat"
3767	0.134506508708	0.137931808829308	0.147182583808899	0.106536768376827	0.117317818105221	0	0	0	0	0	0	0	0	"Democrat"
3769	0.711952209472656	0.62306010723114	0.746379196643829	0.695898115634918	0.678436458110809	1	1	1	1	1	1	1	1	"Democrat"
3771	0.753711819648743	0.693684995174408	0.752083837985992	0.762345135211945	0.743152439594269	0	0	1	0	1	1	1	1	"Democrat"
3772	0.572972595691681	0.646413624286652	0.660662770271301	0.631774067878723	0.527428865432739	1	1	1	1	1	1	1	1	"Democrat"
3773	0.423096239566803	0.448619902133942	0.430385529994965	0.43506994843483	0.39477464556694	0	0	0	0	0	0	0	0	"Democrat"
3774	0.322360157966614	0.368838846683502	0.303011029958725	0.432099461555481	0.344152301549911	0	0	0	0	0	0	0	0	"Democrat"
3775	0.401257753372192	0.244458645582199	0.261791884899139	0.310722827911377	0.266425728797913	0	0	0	0	0	0	0	0	"Democrat"
3776	0.774262249469757	0.774207055568695	0.706740140914917	0.797244191169739	0.766719222068787	1	1	1	1	1	1	1	1	"Republican"
3777	0.14679154753685	0.145644426345825	0.218990057706833	0.145120322704315	0.226553976535797	0	0	0	0	0	0	0	0	"Democrat"
3778	0.215464487671852	0.197636529803276	0.120031751692295	0.186187416315079	0.148524269461632	0	0	0	0	0	0	0	0	"Democrat"
3779	0.426946103572845	0.444740951061249	0.493491888046265	0.437849223613739	0.42242905497551	0	0	0	0	0	0	0	0	"Democrat"
3780	0.346337586641312	0.336369574069977	0.394382745027542	0.379670739173889	0.359195470809937	0	0	0	0	0	0	0	0	"Democrat"
3782	0.243846654891968	0.315868407487869	0.265817284584045	0.272678971290588	0.257115483283997	0	0	0	0	0	0	0	0	"Democrat"
3784	0.440803825855255	0.449944257736206	0.472326755523682	0.427656531333923	0.399321019649506	0	0	0	0	0	0	0	0	"Republican"
3785	0.591612815856934	0.626643121242523	0.604954302310944	0.630646169185638	0.604204118251801	1	1	1	1	1	1	1	1	"Republican"
3786	0.47519189119339	0.499522536993027	0.441715896129608	0.423722892999649	0.487701147794724	0	0	0	0	0	0	0	0	"Democrat"
3787	0.267710357904434	0.297732442617416	0.257526248693466	0.268644511699677	0.317262262105942	0	0	0	0	0	0	0	0	"Democrat"
3788	0.626445770263672	0.735800683498383	0.656173765659332	0.663754761219025	0.691405236721039	1	1	1	1	1	1	1	1	"Republican"
3792	0.235520422458649	0.280019253492355	0.226691395044327	0.188351035118103	0.210154637694359	0	0	0	0	0	0	0	0	"Republican"
3793	0.482965081930161	0.520960748195648	0.505894243717194	0.493713974952698	0.455974191427231	0	0	0	0	0	0	0	0	"Democrat"
3794	0.322668582201004	0.328399747610092	0.332791298627853	0.352923721075058	0.283273488283157	0	0	0	0	0	0	0	0	"Democrat"
3795	0.465158760547638	0.481969833374023	0.492537885904312	0.473736852407455	0.425689429044724	0	0	0	0	0	0	0	0	"Republican"
3796	0.555690824985504	0.528454482555389	0.56876277923584	0.655160248279572	0.566321492195129	1	1	1	1	1	1	1	1	"Democrat"
3797	0.499739199876785	0.433707386255264	0.515414476394653	0.501276850700378	0.465775638818741	0	0	0	0	0	0	0	0	"Democrat"
3798	0.470966935157776	0.500007808208466	0.507497727870941	0.437209516763687	0.484850287437439	0	0	0	0	0	0	0	1	"Democrat"
3799	0.63065642118454	0.657117009162903	0.616606771945953	0.646307945251465	0.687132358551025	1	0	1	1	1	1	1	1	"Democrat"
3802	0.294567734003067	0.329024106264114	0.275997519493103	0.187759056687355	0.207189992070198	0	0	0	0	0	0	0	0	"Democrat"
3803	0.573535680770874	0.660386979579926	0.539773464202881	0.617452681064606	0.622906923294067	0	0	0	0	1	1	1	1	"Democrat"
3804	0.82889860868454	0.801714420318604	0.784808754920959	0.84065043926239	0.806466102600098	1	1	1	1	1	1	1	1	"Republican"
3805	0.618353366851807	0.732636570930481	0.687260866165161	0.653166770935059	0.65641850233078	1	1	1	1	1	1	1	1	"Democrat"
3806	0.444604009389877	0.419255286455154	0.498706787824631	0.504137873649597	0.457578539848328	0	0	0	0	0	0	0	0	"Republican"
3807	0.486303776502609	0.556436896324158	0.524979948997498	0.487414479255676	0.520006597042084	0	0	0	0	0	1	0	0	"Republican"
3809	0.525090277194977	0.44806119799614	0.458495944738388	0.578372836112976	0.444572865962982	1	1	1	1	1	1	1	1	"Democrat"
3811	0.141265064477921	0.102616004645824	0.105068810284138	0.137402012944221	0.0798918828368187	0	0	0	0	0	0	0	0	"Democrat"
3812	0.440388202667236	0.459630161523819	0.467496693134308	0.480297535657883	0.419327586889267	0	0	0	0	0	0	0	0	"Democrat"
3813	0.520827054977417	0.459982365369797	0.520802795886993	0.480197578668594	0.461460709571838	0	0	0	0	0	0	0	0	"Republican"
3814	0.348885297775269	0.30876949429512	0.257619053125381	0.260936081409454	0.316784888505936	0	0	0	0	0	0	0	0	"Democrat"
3815	0.534123539924622	0.461868435144424	0.507275402545929	0.475537240505219	0.506706833839417	0	0	0	0	1	1	0	0	"Democrat"
3816	0.201630890369415	0.207220181822777	0.26204851269722	0.164527326822281	0.200087428092957	0	0	0	0	0	0	0	0	"Democrat"
3818	0.4742451608181	0.515508711338043	0.498168766498566	0.491546869277954	0.503673374652863	0	0	0	0	0	1	1	0	"Democrat"
3820	0.349229633808136	0.347942888736725	0.31701934337616	0.333964169025421	0.397524923086166	0	0	0	0	0	0	0	0	"Republican"
3821	0.336209803819656	0.351677656173706	0.344417005777359	0.371303647756577	0.317284256219864	0	0	0	0	0	0	0	0	"Democrat"
3822	0.693680584430695	0.655141055583954	0.674011886119843	0.656419992446899	0.764750182628632	1	1	1	1	1	1	1	1	"Republican"
3823	0.398508459329605	0.396219342947006	0.484901666641235	0.394730567932129	0.376964658498764	0	0	0	0	0	0	0	0	"Republican"
3824	0.315335631370544	0.327159732580185	0.264282792806625	0.295249938964844	0.318842858076096	0	0	0	0	0	0	0	0	"Democrat"
3825	0.402455747127533	0.357086271047592	0.422091424465179	0.454885095357895	0.407163769006729	0	0	0	1	0	0	0	0	"Democrat"
3826	0.241532072424889	0.252133727073669	0.241473510861397	0.243928402662277	0.247985392808914	0	0	0	0	0	0	0	0	"Democrat"
3828	0.461862444877625	0.448957830667496	0.459004193544388	0.476783663034439	0.459927678108215	0	0	0	0	0	0	0	0	"Democrat"
3830	0.796753823757172	0.748157560825348	0.781648814678192	0.69122976064682	0.755272924900055	1	1	1	1	1	1	1	1	"Republican"
3831	0.637931525707245	0.436884194612503	0.554760456085205	0.566222667694092	0.5396488904953	1	1	1	1	1	1	1	1	"Democrat"
3832	0.198505401611328	0.225949436426163	0.151187762618065	0.136619657278061	0.237578883767128	0	0	0	0	0	0	0	0	"Democrat"
3834	0.362474799156189	0.316795021295547	0.315057694911957	0.354667007923126	0.339616268873215	0	0	0	0	0	0	0	0	"Republican"
3835	0.610638737678528	0.576375126838684	0.516634523868561	0.562043488025665	0.549898684024811	0	0	0	0	1	1	1	1	"Republican"
3837	0.431984215974808	0.48328110575676	0.489553689956665	0.39230877161026	0.399069845676422	0	1	0	1	0	0	0	0	"Democrat"
3838	0.494375795125961	0.530354619026184	0.508129119873047	0.502621293067932	0.50304102897644	0	0	0	0	0	0	0	0	"Democrat"
3839	0.636841475963593	0.632753610610962	0.644616484642029	0.717536211013794	0.569525241851807	1	1	1	1	1	1	1	1	"Republican"
3840	0.386490911245346	0.414948701858521	0.409713298082352	0.31457194685936	0.35266837477684	0	0	0	0	0	0	0	0	"Democrat"
3841	0.528181195259094	0.553722441196442	0.562285244464874	0.652372777462006	0.509561717510223	1	1	1	1	1	1	1	1	"Republican"
