"USER_ID"	"Party"	"Age_group"	"NumSurveyAns"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
3627	"Democrat"	"(64,90]"	86	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"dnr"	"dnr"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"dnr"	"No"	"No"	"Own"	"No"	"Yes"	"Private"	"dnr"	"dnr"	"Yes"	"No"	"No"	"No"	"dnr"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"No"
3628	"Democrat"	"(18,44]"	21	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3629	"Republican"	"(18,44]"	34	"Male"	"over $150,000"	"Domestic Partners (w/kids)"	"High School Diploma"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Me"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"
3630	"Democrat"	"(18,44]"	91	"Male"	"under $25,000"	"Married (w/kids)"	"Doctoral Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"No"	"No"	"Rent"	"No"	"Yes"	"Public"	"dnr"	"Yes"	"No"	"No"	"No"	"Yes"	"dnr"	"dnr"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"
3632	"Republican"	"(44,64]"	6	"Male"	"dnr"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3633	"Republican"	"(18,44]"	101	"Male"	"$100,001 - $150,000"	"Domestic Partners (no kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"No"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"
3634	"Republican"	"(18,44]"	96	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"dnr"	"Mom"	"dnr"	"No"	"Right"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"dnr"	"No"	"Online"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Yes"
3635	"Republican"	"(18,44]"	37	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"Idealist"	"dnr"	"Talk"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
3636	"Democrat"	"(44,64]"	12	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"
3637	"Democrat"	"(18,44]"	30	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Own"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Tunes"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"
3638	"Democrat"	"(18,44]"	100	"Male"	"$75,000 - $100,000"	"Married (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Rent"	"No"	"No"	"Public"	"Umm..."	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"
3640	"Republican"	"(18,44]"	56	"Female"	"over $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Private"	"Umm..."	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"In-person"	"No"	"dnr"	"dnr"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"dnr"	"Yes"	"dnr"	"dnr"
3641	"Democrat"	"(18,44]"	52	"Male"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"No"	"No"	"dnr"	"No"	"Mom"	"No"	"No"	"dnr"	"No"	"dnr"	"No"	"dnr"	"No"	"Yes"	"PC"	"No"	"No"	"dnr"	"No"	"No"	"Private"	"Umm..."	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Tunes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
3642	"Republican"	"(64,90]"	32	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Yes"	"Yes"
3643	"Republican"	"(18,44]"	31	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"In-person"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"No"	"Yes"
3644	"Democrat"	"(18,44]"	13	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3645	"Democrat"	"(44,64]"	96	"Female"	"over $150,000"	"Married (w/kids)"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"dnr"	"dnr"	"Yes"	"No"	"Yes"
3646	"Democrat"	"(18,44]"	97	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"Yes"	"No"	"Public"	"Umm..."	"No"	"No"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"No"	"No"	"dnr"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"dnr"	"No"	"No"
3647	"Republican"	"(18,44]"	73	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"dnr"	"Mac"	"Yes"	"Yes"	"Rent"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"dnr"	"No"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Yes"	"Yes"
3648	"Republican"	"(18,44]"	97	"Female"	"$25,001 - $50,000"	"Single (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"dnr"	"No"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"dnr"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"
3649	"Democrat"	"(18,44]"	9	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"
3650	"Democrat"	"(18,44]"	101	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"Associate's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"Mac"	"No"	"Yes"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"
3651	"Democrat"	"(18,44]"	62	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"dnr"	"No"	"No"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"Science"	"No"	"Circumstances"	"dnr"	"dnr"	"Mac"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Online"	"No"	"No"	"dnr"	"dnr"	"Yes"	"Tunes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
3652	"Republican"	"(18,44]"	90	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"dnr"	"No"	"No"	"Own"	"No"	"No"	"Public"	"Yes!"	"Yes"	"No"	"dnr"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Talk"	"No"	"No"	"No"	"No"	"Yes"	"No"
3653	"Democrat"	"(0,18]"	101	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"Mac"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
3655	"Republican"	"(18,44]"	99	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"dnr"	"dnr"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"No"	"No"	"No"	"Yes"	"No"
3657	"Republican"	"(18,44]"	31	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"Yes"	"dnr"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
3658	"Democrat"	"(44,64]"	53	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"PC"	"Yes"	"dnr"	"Own"	"dnr"	"Yes"	"dnr"	"Yes!"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Tunes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
3659	"Democrat"	"(18,44]"	2	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3660	"Democrat"	"(44,64]"	92	"Female"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"dnr"	"Mom"	"Yes"	"No"	"dnr"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"No"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"dnr"
3661	"Republican"	"(18,44]"	24	"Female"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Art"	"dnr"	"dnr"	"dnr"	"Yes"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Private"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
3662	"Republican"	"(64,90]"	43	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"High School Diploma"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Public"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"
3664	"Democrat"	"(18,44]"	55	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"No"	"dnr"	"Rent"	"Yes"	"No"	"dnr"	"Umm..."	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Online"	"Yes"	"dnr"	"dnr"	"Idealist"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"No"	"No"	"Yes"
3665	"Republican"	"(44,64]"	88	"Female"	"$75,000 - $100,000"	"Single (w/kids)"	"Master's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"Yes"	"Science"	"dnr"	"Me"	"Yes"	"Yes"	"PC"	"dnr"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"dnr"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"
3666	"Democrat"	"(18,44]"	100	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Right"	"No"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"
3667	"Democrat"	"(0,18]"	100	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"
3668	"Democrat"	"(44,64]"	11	"Female"	"dnr"	"Domestic Partners (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3669	"Republican"	"(18,44]"	34	"Male"	"under $25,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Dad"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Rent"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Idealist"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"No"
3670	"Democrat"	"(18,44]"	16	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Associate's Degree"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3671	"Democrat"	"(44,64]"	97	"Male"	"over $150,000"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"No"	"Yes"	"Own"	"No"	"Yes"	"Private"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
3672	"Democrat"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Yes"	"Yes"	"Rent"	"No"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"
3674	"Democrat"	"(44,64]"	4	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
3675	"Democrat"	"(18,44]"	18	"Male"	"$50,000 - $74,999"	"Single (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Private"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"Idealist"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"
3676	"Democrat"	"(18,44]"	50	"Female"	"$75,000 - $100,000"	"Single (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Mom"	"dnr"	"Yes"	"dnr"	"No"	"Science"	"No"	"dnr"	"dnr"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Yes"	"dnr"
3677	"Democrat"	"(18,44]"	84	"Male"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"No"	"No"	"dnr"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"dnr"	"No"	"dnr"
3678	"Democrat"	"(44,64]"	58	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"No"	"dnr"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"No"	"Circumstances"	"dnr"	"dnr"	"Mac"	"No"	"No"	"Own"	"No"	"dnr"	"dnr"	"Umm..."	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"Online"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
3679	"Democrat"	"(18,44]"	99	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Right"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Yes"	"Yes"	"Own"	"No"	"No"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes"
3680	"Republican"	"(18,44]"	39	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Doctoral Degree"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Private"	"Umm..."	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Online"	"dnr"	"dnr"	"Yes"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
