"USER_ID"	"YOB"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Party"	"Q124742"	"Q124122"	"Q123464"	"Q123621"	"Q122769"	"Q122770"	"Q122771"	"Q122120"	"Q121699"	"Q121700"	"Q120978"	"Q121011"	"Q120379"	"Q120650"	"Q120472"	"Q120194"	"Q120012"	"Q120014"	"Q119334"	"Q119851"	"Q119650"	"Q118892"	"Q118117"	"Q118232"	"Q118233"	"Q118237"	"Q117186"	"Q117193"	"Q116797"	"Q116881"	"Q116953"	"Q116601"	"Q116441"	"Q116448"	"Q116197"	"Q115602"	"Q115777"	"Q115610"	"Q115611"	"Q115899"	"Q115390"	"Q114961"	"Q114748"	"Q115195"	"Q114517"	"Q114386"	"Q113992"	"Q114152"	"Q113583"	"Q113584"	"Q113181"	"Q112478"	"Q112512"	"Q112270"	"Q111848"	"Q111580"	"Q111220"	"Q110740"	"Q109367"	"Q108950"	"Q109244"	"Q108855"	"Q108617"	"Q108856"	"Q108754"	"Q108342"	"Q108343"	"Q107869"	"Q107491"	"Q106993"	"Q106997"	"Q106272"	"Q106388"	"Q106389"	"Q106042"	"Q105840"	"Q105655"	"Q104996"	"Q103293"	"Q102906"	"Q102674"	"Q102687"	"Q102289"	"Q102089"	"Q101162"	"Q101163"	"Q101596"	"Q100689"	"Q100680"	"Q100562"	"Q99982"	"Q100010"	"Q99716"	"Q99581"	"Q99480"	"Q98869"	"Q98578"	"Q98059"	"Q98078"	"Q98197"	"Q96024"
2605	1984	"Female"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"Republican"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Hot headed"	"Standard hours"	"dnr"	"Happy"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Mysterious"	"No"	"No"	"Tunes"	"Technology"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Demanding"	"No"	"PC"	"Yes"	"Risk-friendly"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"Grrr people"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Rent"	"dnr"	"Dad"	"Yes"	"No"	"Yes"	"Yes"	"Check!"	"Yes"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2606	1988	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Democrat"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Public"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Science"	"Try first"	"Yes"	"No"	"No"	"No"	"Giving"	"Yes"	"Yes"	"Pragmatist"	"No"	"Yes"	"Hot headed"	"Odd hours"	"No"	"Happy"	"No"	"Yes"	"Yes"	"Yes"	"P.M."	"Yes"	"End"	"Yes"	"No"	"Me"	"Yes"	"Yes"	"No"	"Yes"	"No"	"TMI"	"No"	"No"	"Talk"	"People"	"dnr"	"Yes"	"Yes"	"No"	"No"	"Supportive"	"No"	"PC"	"Yes"	"Cautious"	"Yes"	"Umm..."	"No"	"Space"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Yes"	"Grrr people"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Rent"	"Optimist"	"Mom"	"No"	"Yes"	"Yes"	"Yes"	"Check!"	"Yes"	"No"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"
2608	1956	"Female"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"Democrat"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Public"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Science"	"Study first"	"No"	"Yes"	"Yes"	"No"	"Giving"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Yay people!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Optimist"	"Mom"	"dnr"	"Yes"	"Yes"	"Yes"	"Check!"	"Yes"	"No"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"
2609	1971	"Female"	"$50,000 - $74,999"	"Domestic Partners (w/kids)"	"Associate's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Giving"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2610	1997	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"Republican"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Private"	"Yes"	"No"	"No"	"No"	"Yes"	"No"	"No"	"Art"	"Study first"	"No"	"No"	"Yes"	"No"	"Giving"	"No"	"No"	"Idealist"	"No"	"No"	"Cool headed"	"Odd hours"	"No"	"Right"	"No"	"Yes"	"No"	"Yes"	"P.M."	"Yes"	"Start"	"Yes"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"TMI"	"No"	"No"	"Talk"	"Technology"	"Yes"	"No"	"Yes"	"No"	"No"	"Supportive"	"No"	"Mac"	"Yes"	"Cautious"	"No"	"Yes!"	"No"	"Socialize"	"Yes"	"Online"	"No"	"Yes"	"No"	"Yes"	"Yay people!"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Own"	"Pessimist"	"Dad"	"No"	"No"	"No"	"Yes"	"Nope"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"No"
2611	1975	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"Yes"	"No"	"Yes"	"No"	"No"	"Public"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"Science"	"Try first"	"No"	"Yes"	"No"	"No"	"Giving"	"No"	"No"	"Idealist"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"P.M."	"No"	"End"	"No"	"No"	"Me"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"TMI"	"Yes"	"No"	"Talk"	"Technology"	"No"	"No"	"Yes"	"Yes"	"No"	"Supportive"	"Yes"	"PC"	"No"	"Cautious"	"No"	"dnr"	"No"	"dnr"	"dnr"	"In-person"	"Yes"	"No"	"Yes"	"Yes"	"Grrr people"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"Own"	"Pessimist"	"Mom"	"Yes"	"Yes"	"No"	"Yes"	"Check!"	"Yes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"No"
2612	1960	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"Democrat"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Public"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"No"	"Science"	"Study first"	"No"	"Yes"	"No"	"Yes"	"Giving"	"Yes"	"Yes"	"Pragmatist"	"No"	"No"	"Hot headed"	"Standard hours"	"No"	"Happy"	"No"	"Yes"	"Yes"	"No"	"A.M."	"Yes"	"Start"	"Yes"	"No"	"Me"	"No"	"No"	"No"	"Yes"	"No"	"TMI"	"Yes"	"Yes"	"Talk"	"Technology"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Demanding"	"No"	"Mac"	"Yes"	"Cautious"	"No"	"Yes!"	"No"	"Socialize"	"No"	"In-person"	"No"	"Yes"	"Yes"	"Yes"	"Yay people!"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"Own"	"Optimist"	"Dad"	"Yes"	"Yes"	"No"	"Yes"	"Check!"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"dnr"
2613	1980	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Public"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Science"	"Study first"	"Yes"	"No"	"No"	"Yes"	"Giving"	"No"	"No"	"Idealist"	"No"	"Yes"	"Cool headed"	"Standard hours"	"No"	"Right"	"No"	"Yes"	"No"	"Yes"	"A.M."	"Yes"	"Start"	"Yes"	"No"	"Circumstances"	"No"	"No"	"No"	"Yes"	"Yes"	"TMI"	"No"	"dnr"	"Tunes"	"People"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Supportive"	"No"	"PC"	"No"	"Cautious"	"Yes"	"Umm..."	"No"	"Space"	"No"	"Online"	"No"	"No"	"Yes"	"Yes"	"Yay people!"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"No"	"Own"	"Optimist"	"Mom"	"Yes"	"Yes"	"Yes"	"Yes"	"Check!"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"
2614	1964	"Female"	"$75,000 - $100,000"	"Single (w/kids)"	"Master's Degree"	"Republican"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Public"	"dnr"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Science"	"Study first"	"Yes"	"Yes"	"Yes"	"No"	"Receiving"	"Yes"	"No"	"Idealist"	"No"	"No"	"Hot headed"	"Standard hours"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"A.M."	"Yes"	"dnr"	"Yes"	"Yes"	"Circumstances"	"No"	"No"	"No"	"No"	"No"	"TMI"	"Yes"	"Yes"	"Talk"	"Technology"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"Demanding"	"dnr"	"PC"	"No"	"Cautious"	"dnr"	"Umm..."	"Yes"	"Space"	"No"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Own"	"Pessimist"	"Mom"	"No"	"Yes"	"Yes"	"Yes"	"Check!"	"Yes"	"No"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"
2615	1992	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Republican"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Public"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Try first"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"Yes"	"No"	"dnr"	"P.M."	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"Supportive"	"No"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"Yay people!"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Optimist"	"Mom"	"No"	"No"	"No"	"No"	"Nope"	"No"	"No"	"No"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"
2618	1985	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"Republican"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"dnr"
2619	1946	"Male"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"Republican"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"Art"	"Study first"	"No"	"Yes"	"dnr"	"Yes"	"Giving"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Yes"	"Cool headed"	"Odd hours"	"Yes"	"Right"	"dnr"	"Yes"	"Yes"	"No"	"P.M."	"Yes"	"dnr"	"Yes"	"dnr"	"Me"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"Talk"	"People"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"Yes!"	"No"	"Space"	"No"	"In-person"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"No"	"No"	"Own"	"Optimist"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Check!"	"Yes"	"No"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"
2620	1953	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Republican"	"dnr"	"No"	"No"	"Yes"	"Yes"	"No"	"Public"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"Art"	"Study first"	"Yes"	"Yes"	"Yes"	"Yes"	"Giving"	"Yes"	"No"	"Pragmatist"	"Yes"	"No"	"Cool headed"	"Standard hours"	"Yes"	"Happy"	"Yes"	"No"	"No"	"No"	"A.M."	"Yes"	"End"	"Yes"	"No"	"Circumstances"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Mysterious"	"No"	"No"	"Tunes"	"People"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Supportive"	"No"	"PC"	"Yes"	"Risk-friendly"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"No"	"Yes"	"No"	"Yes"	"Yay people!"	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Own"	"Optimist"	"Dad"	"No"	"Yes"	"Yes"	"No"	"Nope"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
2621	1946	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"A.M."	"Yes"	"End"	"Yes"	"Yes"	"Me"	"No"	"Yes"	"Yes"	"No"	"No"	"TMI"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2622	1980	"Female"	"$50,000 - $74,999"	"Domestic Partners (no kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Public"	"Yes"	"Yes"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"Yes"	"No"	"dnr"	"P.M."	"Yes"	"Start"	"dnr"	"No"	"Me"	"Yes"	"Yes"	"No"	"dnr"	"Yes"	"Mysterious"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Supportive"	"Yes"	"PC"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2623	1973	"Female"	"over $150,000"	"Domestic Partners (w/kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"Art"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"TMI"	"Yes"	"Yes"	"Talk"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"Yes"	"dnr"	"Yes"	"Umm..."	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2624	1986	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"End"	"Yes"	"No"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"PC"	"No"	"Risk-friendly"	"No"	"Yes!"	"No"	"Space"	"Yes"	"In-person"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2625	1947	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"No"	"Risk-friendly"	"Yes"	"Umm..."	"No"	"Space"	"No"	"In-person"	"No"	"Yes"	"Yes"	"Yes"	"Grrr people"	"Yes"	"No"	"No"	"No"	"No"	"No"	"dnr"	"No"	"No"	"Yes"	"No"	"No"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2626	1995	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Republican"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Private"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Science"	"Try first"	"No"	"Yes"	"Yes"	"No"	"Giving"	"Yes"	"No"	"Pragmatist"	"Yes"	"Yes"	"Cool headed"	"Odd hours"	"Yes"	"Right"	"Yes"	"Yes"	"No"	"No"	"P.M."	"Yes"	"End"	"Yes"	"No"	"Me"	"No"	"Yes"	"Yes"	"No"	"No"	"TMI"	"No"	"Yes"	"Tunes"	"People"	"No"	"No"	"No"	"No"	"Yes"	"Supportive"	"No"	"Mac"	"Yes"	"Cautious"	"No"	"Umm..."	"No"	"Space"	"No"	"In-person"	"No"	"No"	"Yes"	"Yes"	"Grrr people"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Own"	"Optimist"	"Dad"	"No"	"No"	"Yes"	"Yes"	"Nope"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"
2627	1968	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Bachelor's Degree"	"Republican"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
2629	1939	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"Republican"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"Public"	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"	"Science"	"Study first"	"Yes"	"Yes"	"No"	"Yes"	"Giving"	"No"	"No"	"Idealist"	"No"	"No"	"Hot headed"	"Standard hours"	"Yes"	"Happy"	"Yes"	"Yes"	"Yes"	"No"	"P.M."	"No"	"End"	"Yes"	"Yes"	"Circumstances"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"TMI"	"No"	"Yes"	"Talk"	"Technology"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Demanding"	"No"	"PC"	"Yes"	"Cautious"	"No"	"Yes!"	"No"	"Space"	"No"	"In-person"	"No"	"dnr"	"dnr"	"Yes"	"Yay people!"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Own"	"Optimist"	"Dad"	"No"	"Yes"	"No"	"Yes"	"Check!"	"Yes"	"No"	"No"	"Yes"	"dnr"	"No"	"Yes"	"No"	"Yes"	"No"
