"USER_ID"	"Party"	"Age_group"	"NumSurveyAnsInterest"	"IsLiberal"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"
4014	"Republican"	"(18,44]"	6	"unknown"	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"No"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"Own"	"No"
4016	"Republican"	"(44,64]"	11	"unknown"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"dnr"	"dnr"	"Yes"
4017	"Republican"	"(18,44]"	18	"No"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"Rent"	"No"
4018	"Republican"	"(18,44]"	7	"unknown"	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"	"Own"	"dnr"
4019	"Republican"	"(18,44]"	4	"Yes"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"
4020	"Democrat"	"(18,44]"	18	"No"	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"No"
4021	"Republican"	"(18,44]"	4	"unknown"	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Current Undergraduate"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Rent"	"dnr"
4022	"Democrat"	"(18,44]"	4	"unknown"	"Female"	"dnr"	"Single (no kids)"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"Rent"	"dnr"
4023	"Democrat"	"(18,44]"	18	"No"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"Yes"
4024	"Democrat"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"No"
4025	"Republican"	"(44,64]"	9	"Yes"	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"Yes"
4026	"Democrat"	"(18,44]"	11	"No"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"	"Rent"	"Yes"
4027	"Democrat"	"(18,44]"	6	"No"	"Female"	"$25,001 - $50,000"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"Own"	"dnr"
4028	"Republican"	"(18,44]"	1	"unknown"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4029	"Democrat"	"(18,44]"	18	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"
4030	"Republican"	"(18,44]"	13	"unknown"	"Male"	"dnr"	"Married (w/kids)"	"Master's Degree"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"PC"	"Rent"	"No"
4031	"Democrat"	"(18,44]"	18	"Yes"	"Female"	"over $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"No"
4032	"Democrat"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"No"
4033	"Republican"	"(18,44]"	18	"Yes"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"No"	"Me"	"No"	"No"	"PC"	"Rent"	"No"
4035	"Republican"	"(18,44]"	18	"No"	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"	"Own"	"No"
4036	"Republican"	"(18,44]"	12	"unknown"	"Male"	"$100,001 - $150,000"	"Single (w/kids)"	"dnr"	"dnr"	"Yes"	"No"	"No"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"Science"	"Yes"	"Me"	"Yes"	"dnr"	"dnr"	"Own"	"Yes"
4037	"Democrat"	"(18,44]"	14	"No"	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"No"	"No"	"No"	"No"	"No"	"dnr"	"No"	"Yes"	"dnr"	"No"	"Art"	"No"	"Circumstances"	"dnr"	"Yes"	"PC"	"dnr"	"No"
4038	"Republican"	"(18,44]"	18	"Yes"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"No"
4039	"Democrat"	"(18,44]"	18	"No"	"Female"	"dnr"	"Domestic Partners (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Me"	"Yes"	"No"	"Mac"	"Own"	"No"
4041	"Democrat"	"(44,64]"	17	"No"	"Female"	"under $25,000"	"Single (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"dnr"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"Yes"
4042	"Republican"	"(18,44]"	18	"No"	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Mom"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"	"Own"	"No"
4043	"Democrat"	"(18,44]"	18	"No"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"No"
4044	"Democrat"	"(18,44]"	18	"No"	"Male"	"$100,001 - $150,000"	"Single (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"No"
4045	"Democrat"	"(18,44]"	1	"unknown"	"Male"	"$100,001 - $150,000"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4046	"Democrat"	"(18,44]"	15	"Yes"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"dnr"	"No"	"Mom"	"No"	"dnr"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"dnr"
4047	"Republican"	"(18,44]"	18	"No"	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Right"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"
4048	"Democrat"	"(18,44]"	18	"No"	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Rent"	"Yes"
4049	"Democrat"	"(18,44]"	12	"Yes"	"Female"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"Yes"	"dnr"	"No"	"dnr"	"No"	"Dad"	"No"	"Yes"	"dnr"	"dnr"	"Science"	"No"	"dnr"	"Yes"	"dnr"	"Mac"	"Rent"	"Yes"
4050	"Democrat"	"(18,44]"	6	"Yes"	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"Art"	"dnr"	"Circumstances"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
4051	"Republican"	"(18,44]"	8	"unknown"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"No"	"Yes"	"dnr"	"dnr"	"dnr"
4052	"Democrat"	"(18,44]"	8	"Yes"	"Female"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"Me"	"No"	"dnr"	"dnr"	"dnr"	"Yes"
4053	"Democrat"	"(44,64]"	17	"No"	"Male"	"over $150,000"	"Domestic Partners (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"No"	"Circumstances"	"Yes"	"dnr"	"Mac"	"Own"	"No"
4054	"Democrat"	"(0,18]"	2	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"
4055	"Republican"	"(18,44]"	2	"Yes"	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Associate's Degree"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4056	"Republican"	"(18,44]"	4	"unknown"	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"
4059	"Democrat"	"(18,44]"	12	"No"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"High School Diploma"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"
4061	"Democrat"	"(18,44]"	18	"Yes"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"No"
4063	"Republican"	"(18,44]"	9	"unknown"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"dnr"	"Mac"	"dnr"	"No"
4066	"Democrat"	"(0,18]"	18	"Yes"	"Female"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Own"	"No"
4067	"Democrat"	"(0,18]"	13	"Yes"	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Science"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Own"	"No"
4068	"Republican"	"(18,44]"	18	"No"	"Male"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"	"Own"	"No"
4070	"Republican"	"(18,44]"	0	"unknown"	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4071	"Republican"	"(44,64]"	2	"unknown"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"
4072	"Democrat"	"(44,64]"	18	"Yes"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"Yes"
4073	"Republican"	"(18,44]"	15	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"dnr"	"No"
4074	"Republican"	"(18,44]"	16	"Yes"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"dnr"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"dnr"
4075	"Democrat"	"(18,44]"	16	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Rent"	"No"
4076	"Democrat"	"(18,44]"	18	"No"	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"
4078	"Republican"	"(18,44]"	7	"Yes"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"Own"	"dnr"
4080	"Republican"	"(18,44]"	18	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"No"
4081	"Republican"	"(18,44]"	7	"Yes"	"Male"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Circumstances"	"Yes"	"No"	"dnr"	"Rent"	"dnr"
4082	"Republican"	"(44,64]"	8	"unknown"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Mac"	"dnr"	"dnr"
4083	"Democrat"	"(18,44]"	1	"unknown"	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Associate's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"
4084	"Democrat"	"(18,44]"	11	"Yes"	"Female"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"dnr"	"Mom"	"dnr"	"dnr"	"Happy"	"Yes"	"Art"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"
4087	"Democrat"	"(44,64]"	8	"Yes"	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
4088	"Republican"	"(18,44]"	17	"No"	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"dnr"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Rent"	"No"
4089	"Democrat"	"(18,44]"	4	"unknown"	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"
4090	"Democrat"	"(18,44]"	17	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"dnr"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"No"	"PC"	"Rent"	"No"
4091	"Republican"	"(18,44]"	13	"No"	"Female"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"Rent"	"Yes"
4092	"Democrat"	"(18,44]"	2	"unknown"	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4093	"Democrat"	"(18,44]"	14	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Rent"	"Yes"
4097	"Democrat"	"(18,44]"	16	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"dnr"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"dnr"	"No"
4098	"Republican"	"(18,44]"	4	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Art"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"
4099	"Republican"	"(18,44]"	6	"unknown"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Yes"
4101	"Republican"	"(18,44]"	1	"unknown"	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"
4102	"Democrat"	"(18,44]"	11	"Yes"	"Male"	"dnr"	"Single (no kids)"	"High School Diploma"	"dnr"	"No"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Science"	"Yes"	"Circumstances"	"No"	"dnr"	"PC"	"dnr"	"No"
4103	"Republican"	"(18,44]"	18	"No"	"Female"	"over $150,000"	"Single (w/kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Rent"	"Yes"
4104	"Democrat"	"(18,44]"	18	"No"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"
4105	"Democrat"	"(18,44]"	4	"unknown"	"Female"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
4106	"Republican"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"	"Own"	"No"
4108	"Democrat"	"(18,44]"	18	"No"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"No"
4109	"Democrat"	"(44,64]"	14	"Yes"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Doctoral Degree"	"Yes"	"No"	"No"	"No"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"
4110	"Democrat"	"(44,64]"	12	"unknown"	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Associate's Degree"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Mom"	"Yes"	"Yes"	"dnr"	"dnr"	"Art"	"Yes"	"dnr"	"No"	"No"	"Mac"	"Rent"	"No"
4111	"Republican"	"(18,44]"	9	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"No"	"dnr"	"dnr"	"Me"	"No"	"Yes"	"PC"	"dnr"	"dnr"
4112	"Democrat"	"(0,18]"	13	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"dnr"	"dnr"	"Art"	"No"	"Circumstances"	"dnr"	"dnr"	"PC"	"Own"	"No"
4113	"Republican"	"(18,44]"	5	"unknown"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"
4114	"Republican"	"(18,44]"	1	"unknown"	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
4115	"Democrat"	"(18,44]"	18	"No"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"
4117	"Democrat"	"(44,64]"	17	"Yes"	"Male"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"
4119	"Democrat"	"(18,44]"	18	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"Yes"
4121	"Democrat"	"(18,44]"	18	"Yes"	"Female"	"under $25,000"	"Single (no kids)"	"Doctoral Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"Yes"
4122	"Republican"	"(18,44]"	18	"No"	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Rent"	"No"
